name;a;b;date
Villarino de los Aires;0;15535;2020-08-01
Tordillos;0;7720;2020-08-01
Villar de Argañán;0;4714;2020-08-01
Casafranca;0;3414;2020-08-01
Sieteiglesias de Tormes;0;2617;2020-08-01
Mancera de Abajo;0;4306;2020-08-01
Iruelos;0;2448;2020-08-01
Peñaranda de Bracamonte;0;24140;2020-08-01
Robleda;0;11724;2020-08-01
Campillo de Azaba;0;3240;2020-08-01
Encina de San Silvestre;0;3627;2020-08-01
Tarazona de Guareña;0;4711;2020-08-01
Cordovilla;0;2981;2020-08-01
Aldearrubia;0;7412;2020-08-01
Pelabravo;0;22714;2020-08-01
Calvarrasa de Abajo;0;15555;2020-08-01
Poveda de las Cintas;0;4385;2020-08-01
Aldehuela de la Bóveda;231;3355;2020-08-01
Mieza;0;4679;2020-08-01
Castellanos de Moriscos;0;15752;2020-08-01
Peromingo;0;2586;2020-08-01
Miranda del Castañar;0;4958;2020-08-01
La Orbada;0;4862;2020-08-01
Puertas;0;2840;2020-08-01
Cipérez;0;7706;2020-08-01
Cabrerizos;0;21429;2020-08-01
Villanueva del Conde;0;1705;2020-08-01
El Campo de Peñaranda;0;4158;2020-08-01
Sanchón de la Ribera;0;2322;2020-08-01
Valdunciel;0;2383;2020-08-01
Moríñigo;0;3392;2020-08-01
Ciudad Rodrigo;266;65136;2020-08-01
Gallegos de Argañán;0;5605;2020-08-01
Horcajo Medianero;0;6048;2020-08-01
Fuentes de Béjar;0;5026;2020-08-01
Calzada de Don Diego;0;3681;2020-08-01
Beleña;0;2413;2020-08-01
Colmenar de Montemayor;0;3825;2020-08-01
Barruecopardo;0;7239;2020-08-01
Villares de la Reina;225;51132;2020-08-01
Miranda de Azán;0;8121;2020-08-01
Villarmuerto;0;1877;2020-08-01
Cabeza del Caballo;0;8114;2020-08-01
Cereceda de la Sierra;0;1715;2020-08-01
Carbajosa de la Sagrada;0;41510;2020-08-01
Moriscos;0;6531;2020-08-01
Vitigudino;0;16792;2020-08-01
Villarmayor;0;3562;2020-08-01
Béjar;0;33251;2020-08-01
Gomecello;0;5346;2020-08-01
La Alameda de Gardón;0;3269;2020-08-01
Matilla de los Caños del Río;0;5568;2020-08-01
Palencia de Negrilla;0;3025;2020-08-01
Monterrubio de Armuña;0;5827;2020-08-01
La Alberca;0;11386;2020-08-01
El Cabaco;0;2789;2020-08-01
Golpejas;0;3675;2020-08-01
Olmedo de Camaces;0;3121;2020-08-01
Buenamadre;0;3729;2020-08-01
Aldeacipreste;0;3625;2020-08-01
Fuenteliante;0;2201;2020-08-01
Puerto de Béjar;0;4470;2020-08-01
Serradilla del Arroyo;0;6267;2020-08-01
Arcediano;0;2442;2020-08-01
Santa María de Sando;0;3167;2020-08-01
Guijuelo;538;37902;2020-08-01
San Miguel del Robledo;0;1953;2020-08-01
La Alamedilla;0;1870;2020-08-01
Buenavista;0;14673;2020-08-01
El Tejado;0;4063;2020-08-01
San Felices de los Gallegos;0;6194;2020-08-01
Bogajo;0;3904;2020-08-01
Villoria;0;14431;2020-08-01
El Tornadizo;0;2615;2020-08-01
Los Santos;0;9859;2020-08-01
Candelario;0;7004;2020-08-01
Montemayor del Río;0;3600;2020-08-01
La Vídola;0;3689;2020-08-01
Añover de Tormes;0;3142;2020-08-01
El Pino de Tormes;0;1602;2020-08-01
Santiz;0;4361;2020-08-01
Escurial de la Sierra;0;5478;2020-08-01
Aldeatejada;0;18677;2020-08-01
Sorihuela;0;3949;2020-08-01
Pedrosillo el Ralo;0;2728;2020-08-01
Larrodrigo;0;4309;2020-08-01
Valverde de Valdelacasa;0;1754;2020-08-01
Sobradillo;0;5297;2020-08-01
Villagonzalo de Tormes;0;4190;2020-08-01
Martiago;0;5007;2020-08-01
El Manzano;0;2625;2020-08-01
El Bodón;0;5726;2020-08-01
Lumbrales;0;17771;2020-08-01
La Fuente de San Esteban;0;16736;2020-08-01
Nava de Sotrobal;0;4432;2020-08-01
Aldearrodrigo;0;2221;2020-08-01
Vega de Tirados;0;2847;2020-08-01
Gajates;0;6455;2020-08-01
Burgo de Osma-Ciudad de Osma;4059;48701;2020-08-01
Montorio;0;4625;2020-08-01
Entrala;1213;1728;2020-08-01
Ágreda;10280;19310;2020-08-01
Florida de Liébana;0;7372;2020-08-01
Melgar de Arriba;0;3849;2020-08-01
Valleruela de Pedraza;0;1865;2020-08-01
Valdenebro;3486;3585;2020-08-01
Ahigal de Villarino;0;1974;2020-08-01
Merindad de Sotoscueva;7735;20649;2020-08-01
Aldeanueva de la Serrezuela;1916;2119;2020-08-01
Prado de la Guzpeña;4246;4246;2020-08-01
Valdecasa;0;2726;2020-08-01
Encinas;1773;1773;2020-08-01
Albornos;0;3352;2020-08-01
Castro de Fuentidueña;2365;2537;2020-08-01
Priaranza del Bierzo;6468;7993;2020-08-01
Candín;483;11795;2020-08-01
Bercianos del Páramo;9074;12093;2020-08-01
Monzón de Campos;0;6942;2020-08-01
Donhierro;1295;1295;2020-08-01
Bernardos;31;7582;2020-08-01
Villamejil;18703;18703;2020-08-01
Navaescurial;633;1290;2020-08-01
Villafruela;613;3887;2020-08-01
Castilruiz;3126;4752;2020-08-01
Anaya de Alba;0;5899;2020-08-01
Toreno;24998;34869;2020-08-01
Peñaparda;0;6915;2020-08-01
Villaverde-Mogina;2223;3259;2020-08-01
Valdemora;0;1927;2020-08-01
Sanchorreja;44;2138;2020-08-01
Frumales;993;5175;2020-08-01
Pedralba de la Pradería;7761;9091;2020-08-01
Corral de Ayllón;415;3213;2020-08-01
La Maya;0;3981;2020-08-01
Espejón;0;2007;2020-08-01
Adalia;0;2675;2020-08-01
Paradinas de San Juan;0;5194;2020-08-01
Rojas;0;2378;2020-08-01
Villamayor;0;43092;2020-08-01
Bocigas;34;1718;2020-08-01
San Pelayo de Guareña;0;1880;2020-08-01
Puebla de Azaba;0;5283;2020-08-01
Manganeses de la Lampreana;1105;12873;2020-08-01
Pomar de Valdivia;8138;10883;2020-08-01
Santa María de la Vega;540;5246;2020-08-01
Peñalba de Ávila;0;5773;2020-08-01
Bustillo del Páramo de Carrión;0;2039;2020-08-01
Villanueva del Campillo;549;6688;2020-08-01
Cillaperlata;0;1815;2020-08-01
Mantinos;2558;2558;2020-08-01
Roales;1794;7248;2020-08-01
Alcañices;4252;13615;2020-08-01
Las Casas del Conde;0;1208;2020-08-01
Gema;756;4985;2020-08-01
Espeja;0;6272;2020-08-01
Horcajo de Montemayor;0;3457;2020-08-01
La Calzada de Béjar;0;2378;2020-08-01
Pinedas;0;2912;2020-08-01
Alcocero de Mola;496;1538;2020-08-01
San Millán de Lara;2209;3081;2020-08-01
Torresmenudas;0;2449;2020-08-01
Lucillo;16190;16269;2020-08-01
Cavia;395;3768;2020-08-01
San Martín y Mudrián;4611;4611;2020-08-01
Guadramiro;0;4431;2020-08-01
Fuentes de Año;0;3721;2020-08-01
Pajares de Adaja;962;3850;2020-08-01
Argujillo;4125;4125;2020-08-01
Barromán;0;3906;2020-08-01
Itero del Castillo;1440;2966;2020-08-01
Carrias;315;1202;2020-08-01
El Royo;4461;7416;2020-08-01
Arauzo de Salce;0;1552;2020-08-01
Vallecillo;1314;4592;2020-08-01
Aldea del Obispo;0;7359;2020-08-01
Villanueva de Azoague;4212;6064;2020-08-01
Zael;1836;1836;2020-08-01
Fresno de la Ribera;0;6616;2020-08-01
Vadillo;0;1920;2020-08-01
Mudá;2286;2286;2020-08-01
Vegalatrave;0;1862;2020-08-01
Pedrosa de Duero;7861;9805;2020-08-01
Abajas;7;2506;2020-08-01
Trabadelo;3271;11491;2020-08-01
Las Omañas;7528;7528;2020-08-01
Bañobárez;0;6745;2020-08-01
Casillas de Flores;0;4271;2020-08-01
Cañizo;5071;5453;2020-08-01
Urdiales del Páramo;14733;15478;2020-08-01
Castrillo de la Vega;3159;7384;2020-08-01
Pozal de Gallinas;2677;9065;2020-08-01
Barbadillo;0;5114;2020-08-01
Martiherrero;0;4620;2020-08-01
San Millán de los Caballeros;3935;3935;2020-08-01
Herrera de Pisuerga;4503;23973;2020-08-01
Abezames;1284;2131;2020-08-01
Retortillo;0;3645;2020-08-01
Palencia;11629;128545;2020-08-01
Lastras del Pozo;1184;1184;2020-08-01
Mayorga;0;13713;2020-08-01
Torremormojón;0;2032;2020-08-01
Monasterio de Vega;0;1644;2020-08-01
Gatón de Campos;0;1958;2020-08-01
La Matilla;0;2486;2020-08-01
San Cebrián de Mazote;0;3536;2020-08-01
Gimialcón;70;2704;2020-08-01
Fuentepinilla;3079;3079;2020-08-01
Cervatos de la Cueza;46;6582;2020-08-01
Villanueva del Campo;0;12365;2020-08-01
Boadilla de Rioseco;0;3068;2020-08-01
Vallejera;779;1550;2020-08-01
Pelayos;0;3040;2020-08-01
Villaflor;0;2786;2020-08-01
Cabañas Raras;2574;22941;2020-08-01
Villanueva de Teba;94;1949;2020-08-01
El Pedroso de la Armuña;0;3241;2020-08-01
Bustillo del Oro;458;3668;2020-08-01
Borrenes;3668;8309;2020-08-01
Navalperal de Pinares;7579;20200;2020-08-01
Navalosa;3735;6286;2020-08-01
Hontoria de Cerrato;1622;2107;2020-08-01
Migueláñez;24;3603;2020-08-01
El Hornillo;3187;3187;2020-08-01
La Horra;2920;5616;2020-08-01
Las Navas del Marqués;17098;79073;2020-08-01
Barrio de Muñó;893;893;2020-08-01
Las Veguillas;0;4451;2020-08-01
Jaramillo Quemado;0;2863;2020-08-01
Villaveza de Valverde;3058;3058;2020-08-01
Navalperal de Tormes;1248;3237;2020-08-01
Torreadrada;958;3415;2020-08-01
Casasola de Arión;0;5706;2020-08-01
Fresno de la Vega;0;9287;2020-08-01
Abades;7252;7252;2020-08-01
Villaselán;6710;6775;2020-08-01
Velamazán;1177;4285;2020-08-01
Matilla la Seca;0;1503;2020-08-01
Villanuño de Valdavia;3165;3226;2020-08-01
Ausejo de la Sierra;3080;3080;2020-08-01
Venialbo;53;8208;2020-08-01
Santa Elena de Jamuz;10907;16135;2020-08-01
Cimanes del Tejar;13293;14162;2020-08-01
Torreiglesias;2430;10528;2020-08-01
Riofrío de Riaza;723;723;2020-08-01
Antigüedad;4199;5916;2020-08-01
Caltojar;1898;4220;2020-08-01
Astorga;11579;46144;2020-08-01
Gusendos de los Oteros;0;4733;2020-08-01
Aldehuela de Periáñez;494;1485;2020-08-01
Reinoso de Cerrato;320;1868;2020-08-01
Fresno el Viejo;707;8130;2020-08-01
Fuente el Olmo de Fuentidueña;224;2792;2020-08-01
Comunidad de Merindad de Río Ubierna, Quintanilla Vivar y Sotragero;0;0;2020-08-01
Las Quintanillas;771;5021;2020-08-01
Valdevacas de Montejo;32;1465;2020-08-01
Cabreros del Río;0;8697;2020-08-01
Barruelo del Valle;0;1881;2020-08-01
Aguasal;228;1227;2020-08-01
Valderrodrigo;0;3228;2020-08-01
Castroserracín;220;2518;2020-08-01
El Cerro;0;5936;2020-08-01
Pedrosa del Rey;0;4626;2020-08-01
Cigudosa;863;863;2020-08-01
Ayuela;1410;1410;2020-08-01
Belorado;3891;15182;2020-08-01
Algadefe;5657;6236;2020-08-01
San Felices;1775;1775;2020-08-01
Berberana;255;3426;2020-08-01
Viana de Cega;866;26292;2020-08-01
Haza;1082;1263;2020-08-01
Villamoronta;760;4468;2020-08-01
Cobos de Fuentidueña;342;1690;2020-08-01
Navasfrías;0;6861;2020-08-01
Manjabálago;1025;2440;2020-08-01
Boada de Campos;0;1415;2020-08-01
Sardón de los Frailes;0;2510;2020-08-01
Cantabrana;27;1002;2020-08-01
Marcilla de Campos;0;1547;2020-08-01
Anaya;2238;2238;2020-08-01
Barbadillo del Mercado;1194;5609;2020-08-01
Tremedal de Tormes;0;2248;2020-08-01
Garcibuey;0;1506;2020-08-01
Curiel de Duero;881;3239;2020-08-01
Calzada de los Molinos;0;5830;2020-08-01
Peleas de Abajo;0;2922;2020-08-01
Villabuena del Puente;342;12121;2020-08-01
Nava de Béjar;0;1890;2020-08-01
Itero de la Vega;139;3532;2020-08-01
Peñarandilla;0;4094;2020-08-01
Huerta de Arriba;2021;2734;2020-08-01
Sando;0;3398;2020-08-01
Alaraz;0;9182;2020-08-01
Belver de los Montes;486;6411;2020-08-01
Santervás de la Vega;11482;11482;2020-08-01
Bularros;0;4228;2020-08-01
Villazala;7847;12815;2020-08-01
Villadiego;183;40375;2020-08-01
Villacidaler;0;2661;2020-08-01
Brazuelo;12372;13880;2020-08-01
Marazuela;1862;1862;2020-08-01
Pozalmuro;2873;2873;2020-08-01
Zuñeda;0;1688;2020-08-01
Palazuelo de Vedija;0;4842;2020-08-01
Reinoso;786;786;2020-08-01
Castraz;0;990;2020-08-01
Santibáñez de Valcorba;377;3821;2020-08-01
Salce;75;3775;2020-08-01
Vita;0;2466;2020-08-01
Alfoz de Santa Gadea;1673;6154;2020-08-01
Moraleja de Sayago;0;4923;2020-08-01
Villarmentero de Esgueva;531;1784;2020-08-01
Espadañedo;6842;8245;2020-08-01
Quintana del Puente;2889;5157;2020-08-01
La Tala;0;3362;2020-08-01
Los Llanos de Tormes;137;2544;2020-08-01
Riocabado;655;5420;2020-08-01
Bernuy de Porreros;2391;7694;2020-08-01
Quiñonería;358;569;2020-08-01
Morille;0;6193;2020-08-01
Santo Tomé del Puerto;1119;8715;2020-08-01
Ortigosa del Monte;5524;9858;2020-08-01
Muriel Viejo;359;1160;2020-08-01
Herrera de Valdecañas;948;4531;2020-08-01
Zamayón;0;2861;2020-08-01
Malva;0;3501;2020-08-01
Martinamor;0;2954;2020-08-01
Cardeñajimeno;2170;15353;2020-08-01
Almajano;1448;2796;2020-08-01
Escarabajosa de Cabezas;1317;2837;2020-08-01
La Unión de Campos;0;5779;2020-08-01
Valencia de Don Juan;5208;32262;2020-08-01
Íscar;2643;32892;2020-08-01
Valcabado;0;3970;2020-08-01
Velilla de la Sierra;288;598;2020-08-01
Galbarros;132;1117;2020-08-01
Cea;10218;11537;2020-08-01
Carbajales de Alba;817;8844;2020-08-01
Cabeza Alta;0;0;2020-08-01
Villamediana;1263;5910;2020-08-01
Villar del Buey;4268;21488;2020-08-01
Villegas;585;2925;2020-08-01
Villasarracino;0;4178;2020-08-01
Medina del Campo;5653;55964;2020-08-01
Jaramillo de la Fuente;1859;2037;2020-08-01
Tejada;456;1376;2020-08-01
Ayoó de Vidriales;10048;10048;2020-08-01
Payo de Ojeda;744;1712;2020-08-01
Tejado;4729;4729;2020-08-01
Valle de Manzanedo;5263;5522;2020-08-01
Langa de Duero;69;14806;2020-08-01
Villaquirán de la Puebla;565;1388;2020-08-01
Cozuelos de Fuentidueña;882;3679;2020-08-01
Almendra;0;4717;2020-08-01
Espeja de San Marcelino;3096;7918;2020-08-01
Santo Tomé de Zabarcos;0;2953;2020-08-01
Villazopeque;800;1751;2020-08-01
Zapardiel de la Ribera;276;3330;2020-08-01
Páramo del Sil;3672;25236;2020-08-01
San Mamés de Burgos;483;3285;2020-08-01
Condado de Castilnovo;0;3707;2020-08-01
Bárcena de Campos;1555;1555;2020-08-01
Perilla de Castro;6754;6754;2020-08-01
Cotanes del Monte;2359;2359;2020-08-01
La Losa;2350;7799;2020-08-01
Pelarrodríguez;0;2946;2020-08-01
San Salvador;0;1187;2020-08-01
Mogarraz;0;1642;2020-08-01
Santibáñez de la Sierra;0;1793;2020-08-01
Brazacorta;2498;2498;2020-08-01
San Román de la Cuba;0;1905;2020-08-01
Cepeda la Mora;0;3864;2020-08-01
Zarzosa de Río Pisuerga;0;1709;2020-08-01
Las Aldehuelas;1758;2419;2020-08-01
Villar de Peralonso;0;5183;2020-08-01
Acebedo;4175;7201;2020-08-01
Isar;4280;7690;2020-08-01
Los Altos;2363;10735;2020-08-01
Torrelara;0;1759;2020-08-01
San Leonardo de Yagüe;0;14349;2020-08-01
Villafrades de Campos;0;4059;2020-08-01
Frades de la Sierra;0;6154;2020-08-01
Moral de Hornuez;148;2501;2020-08-01
Rollán;0;4520;2020-08-01
Cerralbo;0;4643;2020-08-01
Fuente el Sol;0;2145;2020-08-01
Ataquines;1681;6851;2020-08-01
Villaseco del Pan;0;6908;2020-08-01
Cabrejas del Campo;1991;1991;2020-08-01
San Lorenzo de Tormes;936;2332;2020-08-01
Espinosa de Cerrato;4798;4798;2020-08-01
Quintana Redonda;2841;8031;2020-08-01
Santa María del Tiétar;8914;12633;2020-08-01
Palazuelos de Muñó;1061;2181;2020-08-01
Llano de Olmedo;0;1791;2020-08-01
Valle de Santibáñez;1176;13746;2020-08-01
Aldeasoña;299;1735;2020-08-01
Nava de Sotrobal;0;4432;2020-08-01
Carcedo de Burgos;672;10336;2020-08-01
Osorno la Mayor;0;17612;2020-08-01
Herguijuela de Ciudad Rodrigo;0;2818;2020-08-01
Garcirrey;0;1514;2020-08-01
Carrascal del Río;2216;3836;2020-08-01
El Maderal;1802;3435;2020-08-01
Fuentes de Nava;0;5201;2020-08-01
Casasola;1900;3372;2020-08-01
Bembibre;15638;53026;2020-08-01
Valdorros;1086;9440;2020-08-01
San Pedro de Latarce;0;7105;2020-08-01
Villerías de Campos;0;2280;2020-08-01
Fuentes de Valdepero;0;6325;2020-08-01
Corcos;2854;5779;2020-08-01
Saldaña;14851;29585;2020-08-01
Tordesillas;473;69810;2020-08-01
Jambrina;170;2697;2020-08-01
San Martín del Castañar;0;3038;2020-08-01
Adradas;4020;4020;2020-08-01
Melgar de Yuso;0;3979;2020-08-01
Forfoleda;0;4585;2020-08-01
Borobia;2854;3098;2020-08-01
Sanzoles;165;8020;2020-08-01
Tubilla del Lago;625;3710;2020-08-01
Iglesiarrubia;274;2704;2020-08-01
Villalaco;0;2606;2020-08-01
Serradilla del Llano;0;5156;2020-08-01
Zorita de la Frontera;0;4244;2020-08-01
Yelo;2029;2029;2020-08-01
Mazuecos de Valdeginate;0;2484;2020-08-01
Villaldemiro;1745;2333;2020-08-01
Villaseco de los Reyes;0;8510;2020-08-01
Valdestillas;1342;13621;2020-08-01
Santiago Millas;9331;12553;2020-08-01
Cistierna;25084;32970;2020-08-01
Requena de Campos;44;1749;2020-08-01
Velilla de los Ajos;641;641;2020-08-01
Villoruela;0;7339;2020-08-01
Vega de Ruiponce;0;3695;2020-08-01
Ceinos de Campos;0;4872;2020-08-01
Torres del Carrizal;0;3468;2020-08-01
Navarredondilla;4687;4687;2020-08-01
Pajares de la Laguna;0;2848;2020-08-01
Villafrechós;0;6620;2020-08-01
Castromembibre;0;2379;2020-08-01
Langa;399;5955;2020-08-01
Dévanos;1593;1593;2020-08-01
Villaseca de Arciel;615;615;2020-08-01
Villanueva de San Mancio;0;2498;2020-08-01
Congosto;2674;18199;2020-08-01
Torrescárcela;69;1874;2020-08-01
Tajueco;1614;1614;2020-08-01
Almazán;2254;31294;2020-08-01
Rábano de Aliste;5602;5602;2020-08-01
Moraleja de Matacabras;0;1748;2020-08-01
Ameyugo;537;1490;2020-08-01
Rollamienta;1225;1225;2020-08-01
Ledanía de Hacinas y Salas de los Infantes;0;0;2020-08-01
Gemuño;0;3990;2020-08-01
Los Rábanos;8769;12212;2020-08-01
Ayllón;6342;15310;2020-08-01
Poza de la Sal;871;11628;2020-08-01
Villasrubias;0;5065;2020-08-01
Aldeanueva de Figueroa;0;6038;2020-08-01
Cervillego de la Cruz;636;3276;2020-08-01
Fontihoyuelo;0;1700;2020-08-01
Casaseca de Campeán;3160;3160;2020-08-01
Navaleno;1309;9553;2020-08-01
Caleruega;325;6125;2020-08-01
Espinosa de Cervera;98;2181;2020-08-01
Melque de Cercos;445;3232;2020-08-01
Tardáguila;0;4332;2020-08-01
Valdepolo;13317;24917;2020-08-01
Villalón de Campos;0;15558;2020-08-01
Fuentepelayo;1110;7206;2020-08-01
Villota del Páramo;4139;6350;2020-08-01
Marazoleja;2211;2211;2020-08-01
Junciana;0;2023;2020-08-01
Requejo;443;3872;2020-08-01
Cedillo de la Torre;2590;2967;2020-08-01
Peñaflor de Hornija;0;4368;2020-08-01
Terradillos de Esgueva;2059;2059;2020-08-01
Cipérez;0;7706;2020-08-01
Liceras;1837;1837;2020-08-01
Camarzana de Tera;4842;13884;2020-08-01
Quintanilla de la Mata;2062;2337;2020-08-01
Cabizuela;427;2475;2020-08-01
Aldeaseca de la Frontera;0;4579;2020-08-01
Pascualcobo;0;3114;2020-08-01
Matadeón de los Oteros;0;5671;2020-08-01
Piña de Esgueva;146;3297;2020-08-01
Bahabón;219;3346;2020-08-01
Palacios de Goda;382;7183;2020-08-01
Ciguñuela;0;3831;2020-08-01
Olmillos de Castro;7103;7103;2020-08-01
Valdefinjas;2356;2356;2020-08-01
Adrada de Haza;0;2727;2020-08-01
Villaescusa;3640;3640;2020-08-01
Calabazas de Fuentidueña;13;1575;2020-08-01
La Aldehuela;0;3114;2020-08-01
Quintanilla del Agua y Tordueles;2431;7628;2020-08-01
Langayo;814;4657;2020-08-01
El Hoyo de Pinares;755;24642;2020-08-01
Cebrecos;766;1240;2020-08-01
Villaescusa la Sombría;1759;2636;2020-08-01
San Cristóbal de Boedo;847;1835;2020-08-01
Aldeanueva del Codonal;2427;2427;2020-08-01
San Vicente del Palacio;654;2778;2020-08-01
Fuentelsaz de Soria;2508;2508;2020-08-01
Bermellar;0;3914;2020-08-01
Cogollos;991;6990;2020-08-01
Valdescorriel;4445;4445;2020-08-01
Cañizal;0;8790;2020-08-01
Brabos;128;3396;2020-08-01
San Miguel del Valle;3789;3888;2020-08-01
Santa Eufemia del Barco;2831;2831;2020-08-01
Alba de Tormes;690;25350;2020-08-01
Villeguillo;1175;1706;2020-08-01
Villaprovedo;560;3344;2020-08-01
Carrascosa de la Sierra;1327;1647;2020-08-01
Gil García;103;1007;2020-08-01
Los Barrios de Luna;9186;9186;2020-08-01
Llamas de la Ribera;4827;12424;2020-08-01
Villayerno Morquillas;0;3389;2020-08-01
Almenara de Adaja;0;563;2020-08-01
Villaespasa;1538;2041;2020-08-01
Fuentes de Magaña;2092;2092;2020-08-01
Cabañes de Esgueva;3909;3968;2020-08-01
Villardeciervos;2533;11871;2020-08-01
Navas de Oro;707;21372;2020-08-01
Cillán;0;2847;2020-08-01
Chagarcía Medianero;0;2379;2020-08-01
Royuela de Río Franco;2776;5884;2020-08-01
Almanza;11184;11184;2020-08-01
Villarino de los Aires;0;15535;2020-08-01
Megeces;104;5630;2020-08-01
Villaherreros;0;3390;2020-08-01
Santovenia de la Valdoncina;250;18615;2020-08-01
Tordillos;0;7720;2020-08-01
Fariza;11056;17892;2020-08-01
Villahán;335;2668;2020-08-01
Gamones;3797;3797;2020-08-01
Fuentes de Oñoro;0;11055;2020-08-01
Cantalejo;4459;31363;2020-08-01
Friera de Valverde;4767;4767;2020-08-01
Poveda de las Cintas;0;4385;2020-08-01
Tórtoles de Esgueva;3145;6902;2020-08-01
Modúbar de la Emparedada;1930;8526;2020-08-01
Fombellida;712;3680;2020-08-01
Figueruela de Arriba;8806;8948;2020-08-01
Campillo de Azaba;0;3240;2020-08-01
Valdeavellano de Tera;2356;4007;2020-08-01
Encina de San Silvestre;0;3627;2020-08-01
El Barco de Ávila;295;21096;2020-08-01
Hontoria de Valdearados;443;3124;2020-08-01
Cordovilla;0;2981;2020-08-01
Malpartida de Corneja;3642;3642;2020-08-01
Frechilla de Almazán;1857;1857;2020-08-01
Rebolledo de la Torre;3140;4141;2020-08-01
Dehesa de Romanos;1269;1269;2020-08-01
Riberos de la Cueza;0;1694;2020-08-01
Calvarrasa de Abajo;0;15555;2020-08-01
Navatejares;484;1867;2020-08-01
Carabantes;861;861;2020-08-01
Aldehuela de la Bóveda;231;3355;2020-08-01
Calatañazor;816;1527;2020-08-01
Muñogrande;0;3425;2020-08-01
Villamandos;6902;6902;2020-08-01
Alfaraz de Sayago;0;5992;2020-08-01
Miño de Medinaceli;2170;2548;2020-08-01
Quintanilla de Trigueros;0;1550;2020-08-01
Pino del Río;4357;4733;2020-08-01
Cubillos;0;4881;2020-08-01
Cabezas de Alambre;0;3411;2020-08-01
La Mudarra;0;2396;2020-08-01
Miraveche;63;4570;2020-08-01
Zaratán;2597;24375;2020-08-01
Fuente Encalada;3433;3433;2020-08-01
Fuentenebro;349;3680;2020-08-01
Villamuera de la Cueza;0;1554;2020-08-01
La Zarza;746;1854;2020-08-01
Castildelgado;0;1720;2020-08-01
Quintanilla del Molar;0;1398;2020-08-01
Gordoncillo;6359;6359;2020-08-01
Villageriz;1631;1631;2020-08-01
Rabanera del Pinar;2038;5474;2020-08-01
Fuensaldaña;0;26033;2020-08-01
Revilla del Campo;156;3531;2020-08-01
Miranda de Ebro;15649;106667;2020-08-01
Toral de los Vados;408;26381;2020-08-01
Añe;188;1853;2020-08-01
Moríñigo;0;3392;2020-08-01
San Pedro del Arroyo;326;10043;2020-08-01
Bayubas de Abajo;553;2606;2020-08-01
Horcajo Medianero;0;6048;2020-08-01
Amayuelas de Arriba;0;1123;2020-08-01
Pampliega;871;5760;2020-08-01
Peranzanes;128;10166;2020-08-01
Calzada de Don Diego;0;3681;2020-08-01
Medina de Rioseco;0;23031;2020-08-01
Sotragero;41;3398;2020-08-01
Neila de San Miguel;0;2608;2020-08-01
Riaza;8352;27458;2020-08-01
Viñegra de Moraña;0;2483;2020-08-01
Barruecopardo;0;7239;2020-08-01
Villares de la Reina;225;51132;2020-08-01
Campo de Villavidel;0;4552;2020-08-01
Saldaña de Burgos;4544;6836;2020-08-01
Amusco;38;10405;2020-08-01
Carbajosa de la Sagrada;0;41510;2020-08-01
Arganza;0;14397;2020-08-01
Hermisende;3109;9174;2020-08-01
Navianos de Valverde;4963;4963;2020-08-01
Cervera de Pisuerga;30359;35023;2020-08-01
La Gallega;591;2740;2020-08-01
La Alameda de Gardón;0;3269;2020-08-01
San Juan de Gredos;2149;8877;2020-08-01
Prioro;7719;8788;2020-08-01
Palencia de Negrilla;0;3025;2020-08-01
Riocavado de la Sierra;168;1750;2020-08-01
Constanzana;302;2167;2020-08-01
Castronuevo;5579;5681;2020-08-01
Garcihernández;339;8612;2020-08-01
